"uid","name","description","species_taxon_id","species_name","confidence_score","condensate_type","infectious_agent_species_id","infectious_agent_species_name"
"634C353E",BRD4 condensate,The BRD4 condensate is a type of biomolecular transcriptional condensate formed by the coactivator BRD4. Its formation is facilitated by the YTHDC1/m6A-eRNA (enhancer RNA).,9606,Homo sapiens,4,biomolecular,,
"232F8A39",P-body,"P-bodies are cytosolic biomolecular condensates that arise in response to environmental stress when translationally-arrested mRNAs and proteins phase separate at specific regions in the cytoplasm. In this way, P-bodies are important for translation regulation and proteome buffering.",9606,Homo sapiens,1,biomolecular,,
"117BB047",PARCL condensate,The condensates formed by PARCL (plant RNA-binding protein). PARCL exhibits chaperone activity and colocalizes with RNA.,3702,Arabidopsis thaliana,5,biomolecular,,
F80F25AF,Ankle Link Complex (ALC) Condensate,"The ankle link complex (ALC) condensate is a liquid-liquid phase-separated (LLPS) structure at cochlear hair cell stereocilia ankles. It promotes the assembly of the USH2 complex, important for stereocilia integrity and function.",10090,Mus musculus,4,biomolecular,,
"1EF72FBA",ERES,"ERESs (endoplasmic reticulum (ER) exit sites) are dynamic, liquid-like condensates formed by the phase separation of SEC16A and other early secretory pathway proteins. These condensates are described to be sensitive to the concentration of the kinase DYRK3. The SEC16A protein, particularly its intrinsically disordered regions (IDRs), plays a role in driving the liquid-liquid phase separation (LLPS) that forms these condensates",9606,Homo sapiens,4,biomolecular,,
C1EEEEF5,Synthetic Condensate 000309,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation; Main protein: P26368; Partner Proteins: O75533; The RS domain of U2AF65 drives its speckled pattern and colocalization with SF3b155 in HeLa cells",9606,Homo sapiens,1,synthetic,,
A0C76C25,Synthetic Condensate 000210,,8355,Xenopus laevis,3,synthetic,,
"0F0CDB11",Synthetic Condensate 000073,,6239,Caenorhabditis elegans,3,synthetic,,
"9F779CC8",Nuclear body,"Nuclear bodies are membraneless, RNA-rich organelles in the cell nucleus that concentrate certain nuclear proteins and RNA-protein complexes.",9606,Homo sapiens,4,biomolecular,,
"2B18F727",Synthetic Condensate 000056,,0,Chimeras,3,synthetic,,
"170524B4",Synthetic Condensate 000168,,0,Chimeras,1,synthetic,,
"9B47C524",Peri-nucleolar condensate,"Peri-Nucleolar Condensates form at the nucleolar periphery during heat shock. Upon heat-shock the ribosomal biogenesis is halted and this can lead to accumulation of aggregation prone orphan ribosomal proteins (oRPs). Peri-nucleolar condensates mainly consist of oRPs and the Hsp70 co-chaperone Sis1/DnaJB6. The condensates are suggested to preserve oRPs in a liquid-like state, preventing their degradation and enabling their incorporation into functional ribosomes upon recovery from heat shock.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),4,biomolecular,,
C9116452,SPRI2 Nuclear Condensate,The SPRI2 Nuclear Condensate is formed by SHI family transcription factors in the nuclei of Arabidopsis thaliana cells. SHI family transcription factors are essential for interspecific pollen rejection by regulating the expression of target genes such as TBL40 and TBL45.,3702,Arabidopsis thaliana,4,biomolecular,,
D1D0EBED,Large dense-core vesicles,"Large dense-core vesicles (LDCVs) are large vesicles filled with multiple neuropeptides, hormones, and neurotransmitters that participate in various physiological processes. The formation of these vesicles is sensitive to pH and Ca2+ concentration",9606,Homo sapiens,5,biomolecular,,
"2F7EB6DB",Synthetic Condensate 000037,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),3,synthetic,,
"1041FAE8",Insulin/IGF-1 signalosomes,Insulin/IGF-1 signalosomes are condensates functioning as organizing center for insulin/IGF-1 signaling. IRS-1 with aberrant liquid-like properties are implicated in metabolic diseases.,9606,Homo sapiens,4,biomolecular,,
"48B2925C",Inclusion body,"Viral inclusion bodies formed by Nyamanini Virus are biomolecular condensates localizing to host nucelus.  These condensates are driven by the viral Nucleoprotein (N) and Phosphoprotein (P). Unique among mononegaviruses, these inclusion bodies recruit host nuclear speckles and are essential for viral replication.",9606,Homo sapiens,4,infectious,1557032,Nyamanini virus (isolate Tick/Thailand/39/1968)
"28DCC277",Synthetic Condensate 000327,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation; Main protein: O16810; Partner Proteins: Q9VSM9, Q7JVY2; Both tRFP-Cdc6 and eGFP-Cdt1 showed marked enrichment within ORC droplets. Moreover, although phase separation by Cdc6 was partially inhibited by ATP, all three initiator components can co-associate in a liquid phase in the presence of ATP.",7227,Drosophila melanogaster,1,synthetic,,
"6D6C8CDE",Synthetic Condensate 000237,,0,Chimeras,3,synthetic,,
"24B12ACB",Synthetic Condensate 000346,"Morphology: In Vitro Droplet Formation,In Vitro Frap; Main protein: Q96C19; Partner Proteins: P10636; EFhd2-tau droplets formed in the presence of calcium showed recovery after photobleaching, indicating that calcium influences the molecular dynamics of EFhd2-tau structures formed under molecular crowding conditions.",9606,Homo sapiens,1,synthetic,,
"58CF0D80",Inclusion body,"Bovine Respiratory Syncytial Virus (bRSV) inclusion bodies (IBs) are membraneless cytoplasmic condensates formed during viral infection. These IBs are sites of viral replication and protein sequestration, including host NF-κB p65, which is recruited into the condensates to inhibit innate immune signaling.",9913,Bos taurus,4,infectious,11247,Bovine respiratory syncytial virus (strain A51908)
"5E466542",Synthetic Condensate 000268,,64091,Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1),3,synthetic,,
"1CD3856C",Synthetic Condensate 000003,,9606,Homo sapiens,3,synthetic,,
"8188F968",Synthetic Condensate 000386,Heterotypic Tau and Prion co-condensate,9606,Homo sapiens,3,synthetic,,
"2E2EF814",Nuclear pore complex,"Nucleocytoplasmic exchange is mediated by nuclear pore complexes (NPCs). They're massive protein complexes that join the inner and outer nuclear membranes to create channels that span the nuclear envelope. Nucleoporins, which are made up of about 30 different protein components, assemble in many copies to form a complicated cylindrical architecture to the nuclear pores.",3702,Arabidopsis thaliana,3,biomolecular,,
C5843A5F,miRISC condensate,"miRISC is a multi-protein assembly that identifies mRNAs targeted for repression using microRNAs (miRNAs). In vitro and in living cells, it is demonstrated that two core protein components of human miRISC, Argonaute2 (Ago2) and TNRC6B, condense into phase-separated droplets.",9606,Homo sapiens,5,biomolecular,,
"6F314257",Synthetic Condensate 000035,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,synthetic,,
"34B41364",Chloroplast Stress granule,"Chlamydomonas reinhardtii

Chloroplast stress granules in the eukaryotic green alga assemble upon stress-induced disassembly of the Rubisco holoenzyme in the pyrenoid. This activates the RNA-binding activity of LSU (large Rubisco subunit, P00877), followed by its concurrent aggregation and binding to mRNAs that are released from polysomes.",3055,Chlamydomonas reinhardtii,5,biomolecular,,
"07D09420",Synthetic Condensate 000144,"When GFP is super positively charged, it can induce phase separation of NICD.",6100,Aequorea victoria,1,synthetic,,
"0C73AF1D",Synthetic Condensate 000242,,10090,Mus musculus,3,synthetic,,
"44A42CE7",RBM15 condensate,"RBM15 form large condensates within the nucleus. Notably, these condensates exhibit a tendency to co-locatize partially with m6A-modified transcripts, displaying a particular affinity for STYK1 transcripts. The correlation between RBM15 condensates and the advancement of tumors is established through their association with the MAPK pathway in mouse cell lines",9606,Homo sapiens,3,biomolecular,,
"33D42E40",Synthetic Condensate 000271,"Morphology: In Vitro Droplet Formation,In Vitro Frap; Main protein: Q01844; Partner Proteins: P24928; the GFP:CTD fusion protein was avidly trapped by hydrogel droplets composed of the LC domain of TAF15. No trapping whatsoever was observed when the GFP:CTD test protein was exposed to either hnRNPA2 or CIRBP hydrogel droplets, and weak trapping was observed for FUS and EWS hydrogels.",9606,Homo sapiens,1,synthetic,,
"4270DBEE",Synthetic Condensate 000246,,10116,Rattus norvegicus,3,synthetic,,
D70B1BED,Synthetic Condensate 000318,Morphology: In Vitro Droplet Formation; Main protein: P20263; Partner Proteins: Q925J9; in vitro assays revealed that ODNA_20 promoted phase separation of MED1-IDR and OCT4 at lower concentrations,10090,Mus musculus,1,synthetic,,
"7CA99819",PodJ condensates,Caulobacter PodJ (a swarmer-cell-pole scaffold) condensates participate in regulation if asymmetric cell division (ACD) ,190650,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15),5,biomolecular,,
"0971622F",Als5p amyloid,"In Candida albicans, soluble fragments of Als5p can form amyloid fibers.",237561,Candida albicans (strain SC5314 / ATCC MYA-2876),5,biomolecular,,
"7FF43F25",Synthetic Condensate 000087,,9606,Homo sapiens,3,synthetic,,
B5B9A610,PML body,"As evidenced in its name, pml bodies are nuclear condensates identified by the PML protein. PML condensates are formed from homotypic PML:PML interactions. Composition of PML bodies change during cell cycle but their exact functions remain unclear",9606,Homo sapiens,2,biomolecular,,
"26E28FFB",Synthetic Condensate 000009,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,synthetic,,
B55775CA,SSB condensate,"Bacterial single-stranded DNA binding protein (SSB) form condenates that are described to store DNA repair proteins that interact with SSB. It was shoiwn that levated levels of single-stranded DNA during genomic stress might dissolve SSB condensates, enabling rapid mobilization of SSB and SSB-interacting proteins to sites of DNA damage.",83333,Escherichia coli (strain K12),1,biomolecular,,
"1070A586",Synthetic Condensate 000045,,9606,Homo sapiens,3,synthetic,,
"28619EF7",NP bodies,"NP bodies are phase separated Pumilio (PUM)  condensates that are formed from inhibiting PUM proteins  by lncRNA NORAD, which prevents aberrant  ultimately mitosis.",9606,Homo sapiens,4,biomolecular,,
D41CB90A,Synthetic Condensate 000316,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation,In Vivo Frap; Main protein: O35613; Partner Proteins: Q64337; Five micromolar volume of DAXX markedly increased p62 droplet formation. In the presence of DAXX, both size and number of p62 droplets were enhanced. We confirmed that buffer only or DAXX alone did not form droplets",10090,Mus musculus,1,synthetic,,
C929E7F0,BR-body,"Helicobacter pylori

Bacterial ribonucleoprotein body involved in RNA processing and decay, containing RNase J.
Here found in the in the Gastric Pathogen Helicobacter pylori.",544406,Helicobacter pylori (strain B128),5,biomolecular,,
E92D4409,FtsZ condensate,"When encapsulated in artificial cell-like systems created by microfluidics and under specific circumstances, such as being in a GDP-bound state and on conditions simulating the crowded environment of the cytoplasm that promote its oligomerization, bacterial FtsZ can undergo phase separation and form condensates.",83333,Escherichia coli (strain K12),1,biomolecular,,
"296927EE",Par complex,Par complex is an evolutionary conserved complex which is composed of Par3/Par6/aPKC. Par complex forms a phase separated  condensate under the plasma membrane and regulates polarity in numerous cell types.,10090,Mus musculus,3,biomolecular,,
B70647E2,Synthetic Condensate 000160,,0,Chimeras,3,synthetic,,
E0298522,Synthetic Condensate 000165,,9606,Homo sapiens,1,synthetic,,
"7C7AA953",METTL14 condensate,"The METTL14 condensate is formed through liquid-liquid phase separation (LLPS) of the methyltransferase-like 14 (METTL14) protein, mediated by phosphorylation. The condensate is thought to participate in the process of N6-methyladenosine (m6A) modification of mRNA. The condensate is studied in the context of Mycobacterium tuberculosis infection, during which, the condensate could be targeted to prevent condensate formation and preventing the modification of mRNA.",10090,Mus musculus,1,biomolecular,,
BAEB8AFB,Inclusion body,"Bovine Respiratory Syncytial Virus (bRSV) inclusion bodies (IBs) are membraneless cytoplasmic condensates formed during viral infection. Here, these IBs (N protein) are formed in the cells of African green monkey (Chlorocebus sabaeus).",60711,Chlorocebus sabaeus,1,infectious,11247,Bovine respiratory syncytial virus (strain A51908)
"2612F8DB",Synthetic Condensate 000313,"Morphology: In Vitro Droplet Formation; Main protein: P22626; Partner Proteins: P0DTC9; N partitions into hnRNPA2, TDP-43, and FUS droplets",0,Chimeras,1,synthetic,,
"3209C5A5",Synthetic Condensate 000193,,6239,Caenorhabditis elegans,3,synthetic,,
BBD49DEB,Synthetic Condensate 000376,"",9606,Homo sapiens,3,synthetic,,
A3406C3E,Synthetic Condensate 000146,,6239,Caenorhabditis elegans,3,synthetic,,
"2425F50D",Granular component,Granular component (GC) is one of the three substructures of the nucleolus. GC is the site where final maturation of the pre-ribosomal ribonucleoprotein and assembly with ribosomal proteins occur.,10090,Mus musculus,4,biomolecular,,
F9F240AC,Presynaptic clusters,Presynaptic clusters are clusters of synaptic vesicles at presynaptic sites.  Synapsin is the abundant protein associated with synaptic vesicles condensates.,10116,Rattus norvegicus,1,biomolecular,,
F9F5AA60,Synthetic Condensate 000278,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: P19484; Partner Proteins: Q8NFU5; IPMK directly interacts with and inhibits LLPS of TFEB and also dissolves TFEB condensates.",9606,Homo sapiens,1,synthetic,,
CE67A724,Cytoplasmic protein granule,Phase separated cytoplasmic proteins forming aggregates in the cytoplasm. A hallmark of neurodegenerative diseases is the accumulation of cytoplasmic protein aggregates in neurons.,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,biomolecular,,
"1C3173BF",TIAR2 neuronal granule,"In C. elegans, the TIAR-2/TIA protein inhibits axon regeneration through cell-autonomous action. In vivo, TIAR-2 forms granules and undergoes liquid-liquid phase separation in vitro. Axon damage causes a momentary rise in the quantity of TIAR-2 granules.",6239,Caenorhabditis elegans,5,biomolecular,,
"67785C55",Hypersomatic shock foci,"Hypersomatic shock foci are novel protein aggregates that are found to form instantly in response to hypersomatic stress. These foci appear/disappear seconds after shock onset/removal, corresponding to changes in cell volume.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,biomolecular,,
