uniprot,mlo_db,rol_db,source,db,mlo,rol
Q8W1E4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FPH3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LSV0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LV66,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LZ65,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LD90,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O24646,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SHE8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8VZT0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9XFD1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93VH5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q96327,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9S826,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZVC3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A2RVJ8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O65251,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8W4D8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LNC5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SP32,Others,Client,drllps,drllps_clients,others,client
O65581,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O22268,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LEY9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q38900,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FZ47,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q940V1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93W22,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LXZ4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SKZ3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9XIE2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O64740,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8S8S8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q42029,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q42351,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SSS9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LT25,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9S7W4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8VZB9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O22826,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4JSC0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9XF89,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4I448,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FN48,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9XI05,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SH88,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O81062,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ASR1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8VWF1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SY88,Nuclear speckle,Client,drllps,drllps_clients,nuclear speckle,client
Q9SY88,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FYH5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q56YN8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q56YN8,Spindle apparatus,Client,drllps,drllps_clients,spindle apparatus,client
Q9SA27,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZVL6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O65396,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8S9I4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q1EBV7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4IDC2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C578,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P41377,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SIU2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8H1F8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93VD3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O22715,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LY74,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FQ03,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9STW1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8RXH2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FGI6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P51414,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C681,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P30182,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O23657,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q1G3G5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q38951,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O65655,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O82762,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4JQ75,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93Y39,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SIZ2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93VP9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LVN7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LVH6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LIL3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A0A1P8B455,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LIC2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q1PEP5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4IDJ0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q42583,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LKA5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4JI44,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P46283,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LF27,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4IVJ8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4J5D3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8L8C2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O64885,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A0A1P8AM23,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SD76,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q96520,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FJE8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A0JQ00,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q5XF06,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q96528,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZVX7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZUP2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8RWT5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8GWA2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A0A1P8B4Y6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4HQZ1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9MAB3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8VZB1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C6I8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8VYZ5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O65398,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q0WM29,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93ZX4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q6NLP2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LSK7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P18616,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P42742,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZUT9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SI20,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P23586,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SK22,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LM78,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P24100,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8H110,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M3B8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SRU2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LUG5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SBA5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FX54,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q67YI9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8W234,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LIH9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q6GKU7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9CAM7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4JT92,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LS40,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O24496,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q944K2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q94II3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O23654,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O65202,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C658,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C658,P-body,Client,drllps,drllps_clients,p-body,client
O82265,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4I1G1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LU86,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C514,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9CA67,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SA34,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q39161,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9S7L9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4I893,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M8Z5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FT52,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8L7W3,Nuclear speckle,Client,drllps,drllps_clients,nuclear speckle,client
Q8L7W3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LF79,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FKI4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4I366,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SKC9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FMU5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O49289,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8H104,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SR15,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SFH9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4J4V1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O80897,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LVK6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZR72,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P49692,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q42525,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q96533,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M330,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LRX8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8LF05,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZW33,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q38799,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8L4A7,Stress granule,Client,drllps,drllps_clients,stress granule,client
Q9LX65,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8W465,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P25697,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LX13,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SYW8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q949S9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O22607,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9S7Y7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9XH48,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LKU3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9MAR2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SIP7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9T024,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LZF6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q940Y3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q56Y85,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8H0S3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8RY12,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C801,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q94A52,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FKK1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8L733,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M291,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8RUH0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4I1T7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8H0X6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SAJ4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8H0U4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P49690,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P59259,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4HVZ5,Nuclear speckle,Client,drllps,drllps_clients,nuclear speckle,client
Q9MA79,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4HR02,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93ZG9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C923,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q940P8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P49077,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZSB8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SL42,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O03986,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4JG03,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O82487,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SHP0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FJL0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SIE3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SGE9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FPW4,P-body,Client,drllps,drllps_clients,p-body,client
F4HZI8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P45434,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M077,Spindle apparatus,Client,drllps,drllps_clients,spindle apparatus,client
Q8LBI1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P93014,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q84WV1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SGC1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZUX4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q0WNJ6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4IE14,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8L6Z4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93ZG7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O82399,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FR44,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8GXB7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O22151,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8GWQ6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A0A1P8BGF0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A4FVN8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4J9G6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SE45,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4J8L1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZRZ8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C8F1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93W03,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4J8X6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FHL8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8GWB4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P36428,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9MAC6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4IDQ6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SVE5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZU52,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SFU6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4JLM5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LIA8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SPK5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O82204,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZVT7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LVF2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FNM0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SUN5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P92985,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LJE4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O23515,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P93655,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LZ03,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P46286,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8LAM2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O80786,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q94JQ7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q84TG1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
