uniprot_id	source_db	source_mlo	unified_mlo	source_role	unified_role	evidence	organism
P33297	DrLLPS	Others	NULL	Client	Client	26777405;26359986	Saccharomyces cerevisiae
P38631	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P16892	DrLLPS	P-body	p_body	Client	Client	25342717;26777405;26447709	Saccharomyces cerevisiae
P16892	DrLLPS	Stress granule	stress_granule	Client	Client	25342717;26777405;26447709	Saccharomyces cerevisiae
P16892	DrLLPS	Others	NULL	Client	Client	25342717;26777405;26447709	Saccharomyces cerevisiae
P53131	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413;26484595;26359986	Saccharomyces cerevisiae
P53131	DrLLPS	Stress granule	stress_granule	Client	Client	15635413;26484595;26359986	Saccharomyces cerevisiae
P53131	DrLLPS	Others	NULL	Client	Client	15635413;26484595;26359986	Saccharomyces cerevisiae
P11709	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	2277073;9153752;14570580;14633972;15177030;15254229;14562095	Saccharomyces cerevisiae
P41832	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
Q12389	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
P38689	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P53335	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
Q07505	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P23201	DrLLPS	Stress granule	stress_granule	Client	Client	26484595;26359986	Saccharomyces cerevisiae
P23201	DrLLPS	Others	NULL	Client	Client	26484595;26359986	Saccharomyces cerevisiae
P38828	DrLLPS	Stress granule	stress_granule	Client	Client	20368989;26777405	Saccharomyces cerevisiae
P25631	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
Q12460	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
P39676	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q08831	DrLLPS	P-body	p_body	Client	Client	26777405;23224963	Saccharomyces cerevisiae
P39945	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P53254	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
P50896	DrLLPS	P-body	p_body	Client	Client	26777405	Saccharomyces cerevisiae
P47149	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	12455957;14570580;14602074;14657030;14755271;15502821	Saccharomyces cerevisiae
P47113	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10209303;10220406;10352016;10949022;24850890	Saccharomyces cerevisiae
Q01560	DrLLPS	Stress granule	stress_granule	Client	Client	26777405;26359986	Saccharomyces cerevisiae
Q01560	DrLLPS	Others	NULL	Client	Client	26777405;26359986	Saccharomyces cerevisiae
P47818	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q06252	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P40157	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P20459	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P38987	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	11434459;14718561;15147270	Saccharomyces cerevisiae
P23644	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P32324	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P53905	DrLLPS	P-body	p_body	Client	Client	23224963;26777405;26484595	Saccharomyces cerevisiae
P53905	DrLLPS	Stress granule	stress_granule	Client	Client	23224963;26777405;26484595	Saccharomyces cerevisiae
Q02884	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P10659	DrLLPS	Stress granule	stress_granule	Client	Client	26777405;26359986	Saccharomyces cerevisiae
P10659	DrLLPS	Others	NULL	Client	Client	26777405;26359986	Saccharomyces cerevisiae
P27636	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10662594;10744974;12832486;25342717	Saccharomyces cerevisiae
P27636	DrLLPS	P-body	p_body	Client	Client	10662594;10744974;12832486;25342717	Saccharomyces cerevisiae
P34760	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P32832	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P33322	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
Q00772	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	8276900	Saccharomyces cerevisiae
P53096	DrLLPS	Others	NULL	Client	Client	22337769	Saccharomyces cerevisiae
Q08281	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P39516	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
P40007	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
Q12213	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
P07834	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10485847	Saccharomyces cerevisiae
P53295	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
Q02892	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413;26359986	Saccharomyces cerevisiae
Q02892	DrLLPS	Others	NULL	Client	Client	15635413;26359986	Saccharomyces cerevisiae
P40150	DrLLPS	Stress granule	stress_granule	Client	Client	26484595;26777405	Saccharomyces cerevisiae
Q12248	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	11553702;12925767;14570580;14627828	Saccharomyces cerevisiae
P49367	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P30771	DrLLPS	P-body	p_body	Client	Client	23224963;26777405;26484595	Saccharomyces cerevisiae
P30771	DrLLPS	Stress granule	stress_granule	Client	Client	23224963;26777405;26484595	Saccharomyces cerevisiae
P12688	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
Q99369	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q12178	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
Q08287	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
P20433	DrLLPS	P-body	p_body	Client	Client	26777405;23224963	Saccharomyces cerevisiae
P53617	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P48412	DrLLPS	P-body	p_body	Client	Client	26777405;23224963	Saccharomyces cerevisiae
P53148	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9585415;14570580;14633972;15502821;15530383	Saccharomyces cerevisiae
P38817	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P36080	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
P24871	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	14562095	Saccharomyces cerevisiae
P41277	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P19097	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
Q06205	DrLLPS	Stress granule	stress_granule	Client	Client	26484595;26359986	Saccharomyces cerevisiae
Q06205	DrLLPS	Others	NULL	Client	Client	26484595;26359986	Saccharomyces cerevisiae
P32583	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
P48561	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
P31539	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
Q12034	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P38199	DrLLPS	P-body	p_body	Client	Client	26777405;26484595;26359986	Saccharomyces cerevisiae
P38199	DrLLPS	Stress granule	stress_granule	Client	Client	26777405;26484595;26359986	Saccharomyces cerevisiae
P38199	DrLLPS	Others	NULL	Client	Client	26777405;26484595;26359986	Saccharomyces cerevisiae
P32336	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9585415;10339566;11101520	Saccharomyces cerevisiae
P32618	DrLLPS	Stress granule	stress_granule	Client	Client	26777405;26359986;26484595	Saccharomyces cerevisiae
P32618	DrLLPS	Others	NULL	Client	Client	26777405;26359986;26484595	Saccharomyces cerevisiae
P14681	DrLLPS	Others	NULL	Client	Client	26447709	Saccharomyces cerevisiae
P38291	DrLLPS	TAM body	tam_body	Client	Client	16585272	Saccharomyces cerevisiae
P35844	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P15992	DrLLPS	P-body	p_body	Client	Client	27695106;26484595;22337769;26777405	Saccharomyces cerevisiae
P15992	DrLLPS	Stress granule	stress_granule	Client	Client	27695106;26484595;22337769;26777405	Saccharomyces cerevisiae
P15992	DrLLPS	Others	NULL	Client	Client	27695106;26484595;22337769;26777405	Saccharomyces cerevisiae
P19158	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P32831	DrLLPS	P-body	p_body	Client	Client	23224963;26359986;18981231;26777405	Saccharomyces cerevisiae
P32831	DrLLPS	Stress granule	stress_granule	Client	Client	23224963;26359986;18981231;26777405	Saccharomyces cerevisiae
P16521	DrLLPS	Stress granule	stress_granule	Client	Client	26484595;26359986;26777405	Saccharomyces cerevisiae
P25555	DrLLPS	P-body	p_body	Client	Client	23224963;26484595;18981231;26777405;26359986	Saccharomyces cerevisiae
P25555	DrLLPS	Stress granule	stress_granule	Client	Client	23224963;26484595;18981231;26777405;26359986	Saccharomyces cerevisiae
P25555	DrLLPS	Others	NULL	Client	Client	23224963;26484595;18981231;26777405;26359986	Saccharomyces cerevisiae
P40002	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
Q03973	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
P32909	DrLLPS	P-body	p_body	Client	Client	26777405	Saccharomyces cerevisiae
P47165	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P50277	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q12123	DrLLPS	P-body	p_body	Client	Client	16963086;26777405;23224963	Saccharomyces cerevisiae
Q04432	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P38966	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
Q12530	DrLLPS	TAM body	tam_body	Client	Client	16585272	Saccharomyces cerevisiae
P48240	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
P0C2H6	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413;26777405	Saccharomyces cerevisiae
P0C2H6	DrLLPS	Stress granule	stress_granule	Client	Client	15635413;26777405	Saccharomyces cerevisiae
Q07657	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
P53833	DrLLPS	TAM body	tam_body	Client	Client	16585272	Saccharomyces cerevisiae
P38627	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
P47977	DrLLPS	P-body	p_body	Client	Client	26777405	Saccharomyces cerevisiae
P53978	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
Q12514	DrLLPS	P-body	p_body	Client	Client	26777405;26484595	Saccharomyces cerevisiae
Q12514	DrLLPS	Stress granule	stress_granule	Client	Client	26777405;26484595	Saccharomyces cerevisiae
P47069	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	12486115;12493774;15355977	Saccharomyces cerevisiae
P26785	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P40850	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P53280	DrLLPS	P-body	p_body	Client	Client	26777405	Saccharomyces cerevisiae
Q03466	DrLLPS	P-body	p_body	Client	Client	26777405	Saccharomyces cerevisiae
P32500	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9864355	Saccharomyces cerevisiae
Q05775	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P39969	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P38070	DrLLPS	P-body	p_body	Client	Client	25342717	Saccharomyces cerevisiae
P36131	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9585415;12925767;14570580;14627828	Saccharomyces cerevisiae
P53316	DrLLPS	P-body	p_body	Client	Client	23224963;26777405;18981231	Saccharomyces cerevisiae
P53316	DrLLPS	Stress granule	stress_granule	Client	Client	23224963;26777405;18981231	Saccharomyces cerevisiae
P40568	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	12455957;14570580;14602074;14657030;14755271;15502821	Saccharomyces cerevisiae
Q3E7Y3	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
P40316	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	11149918	Saccharomyces cerevisiae
Q08421	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
P53897	DrLLPS	Others	NULL	Client	Client	26447709	Saccharomyces cerevisiae
Q12143	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	12455957;14570580;14602074;14657030;14755271;14562095	Saccharomyces cerevisiae
Q08972	DrLLPS	Stress granule	stress_granule	Client	Client	26484595;26359986	Saccharomyces cerevisiae
Q08972	DrLLPS	Others	NULL	Client	Client	26484595;26359986	Saccharomyces cerevisiae
P38840	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q02773	DrLLPS	P-body	p_body	Client	Client	26777405;17267405;23224963	Saccharomyces cerevisiae
Q07362	DrLLPS	Stress granule	stress_granule	Client	Client	26777405;20368989	Saccharomyces cerevisiae
Q04746	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9382856	Saccharomyces cerevisiae
Q03954	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9585415;14570580;14627828	Saccharomyces cerevisiae
Q02875	DrLLPS	P-body	p_body	Client	Client	26777405;26484595	Saccharomyces cerevisiae
Q02875	DrLLPS	Stress granule	stress_granule	Client	Client	26777405;26484595	Saccharomyces cerevisiae
P52919	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	16436507	Saccharomyces cerevisiae
P35198	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P35719	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P38208	DrLLPS	TAM body	tam_body	Client	Client	16585272	Saccharomyces cerevisiae
P53168	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9817759;14570580;14627828;14633972	Saccharomyces cerevisiae
P39976	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P38313	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	8990184;14570580;14633972;14755271;14562095	Saccharomyces cerevisiae
P11938	DrLLPS	Stress granule	stress_granule	Client	Client	26484595;26359986	Saccharomyces cerevisiae
P11938	DrLLPS	Others	NULL	Client	Client	26484595;26359986	Saccharomyces cerevisiae
P32644	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P32380	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	7503995;10339566;10823944;22125491	Saccharomyces cerevisiae
Q12369	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	14711432;14504268	Saccharomyces cerevisiae
P09734	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9585415;14562095	Saccharomyces cerevisiae
P10080	DrLLPS	P-body	p_body	Client	Client	26777405;17475768;23224963;26484595	Saccharomyces cerevisiae
P10080	DrLLPS	Stress granule	stress_granule	Client	Client	26777405;17475768;23224963;26484595	Saccharomyces cerevisiae
Q04477	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	14570580;15548592;15879521;9585415;12455957	Saccharomyces cerevisiae
P53834	DrLLPS	Stress granule	stress_granule	Client	Client	26484595;26359986	Saccharomyces cerevisiae
P53834	DrLLPS	Others	NULL	Client	Client	26484595;26359986	Saccharomyces cerevisiae
P38330	DrLLPS	P-body	p_body	Client	Client	26777405	Saccharomyces cerevisiae
P69852	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15632076	Saccharomyces cerevisiae
P30283	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	17213332	Saccharomyces cerevisiae
P50109	DrLLPS	P-body	p_body	Client	Client	26777405;26484595	Saccharomyces cerevisiae
P50109	DrLLPS	Stress granule	stress_granule	Client	Client	26777405;26484595	Saccharomyces cerevisiae
P53276	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
P25558	DrLLPS	Others	NULL	Client	Client	26359986	Saccharomyces cerevisiae
Q08490	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	14562095;15573136;15637284;15892113	Saccharomyces cerevisiae
Q08457	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	14562095	Saccharomyces cerevisiae
Q12285	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q08692	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	17110477	Saccharomyces cerevisiae
P40449	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P40017	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P36094	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	8603920;10339566;15296722;15872084;9585415;22125491	Saccharomyces cerevisiae
P53218	DrLLPS	TAM body	tam_body	Client	Client	16585272	Saccharomyces cerevisiae
Q04431	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	14562095;15502821	Saccharomyces cerevisiae
P39723	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9606209;11101520	Saccharomyces cerevisiae
P38341	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q08492	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Saccharomyces cerevisiae
Q12365	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9585415;10654940	Saccharomyces cerevisiae
P40993	DrLLPS	TAM body	tam_body	Client	Client	16585272	Saccharomyces cerevisiae
P10591	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
Q7M4S9	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P25367	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
Q07732	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	11973299	Saccharomyces cerevisiae
Q03898	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	11929974	Saccharomyces cerevisiae
P40014	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	14570580;15530383;15548592;15879521;9585415;12455957	Saccharomyces cerevisiae
P53159	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	1869587;10397772	Saccharomyces cerevisiae
P53133	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P45819	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	12796288	Saccharomyces cerevisiae
P53080	DrLLPS	P-body	p_body	Client	Client	26777405	Saccharomyces cerevisiae
P23624	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15620644;15620645;18367542	Saccharomyces cerevisiae
P36041	DrLLPS	P-body	p_body	Client	Client	23224963;26777405;26484595;18981231	Saccharomyces cerevisiae
P36041	DrLLPS	Stress granule	stress_granule	Client	Client	23224963;26777405;26484595;18981231	Saccharomyces cerevisiae
P10592	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
Q03735	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
P54114	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q01649	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	1644287;8106549;11729143	Saccharomyces cerevisiae
P11927	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	1869587;7876310;8188750	Saccharomyces cerevisiae
P53865	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9585415;10339566;11514632	Saccharomyces cerevisiae
P53728	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q12292	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q12411	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10899120	Saccharomyces cerevisiae
Q08550	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10899120	Saccharomyces cerevisiae
P54115	DrLLPS	Stress granule	stress_granule	Client	Client	26484595	Saccharomyces cerevisiae
P33419	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10339566;15872084;9585425	Saccharomyces cerevisiae
Q08931	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	19297527	Saccharomyces cerevisiae
Q12045	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10087265;11729143	Saccharomyces cerevisiae
Q08992	DrLLPS	Stress granule	stress_granule	Client	Client	26777405	Saccharomyces cerevisiae
Q06616	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15282802	Saccharomyces cerevisiae
P41892	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10381387;10799520	Schizosaccharomyces pombe
O13839	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	11927555;15132994	Schizosaccharomyces pombe
Q10430	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15728720	Schizosaccharomyces pombe
O74874	DrLLPS	P-body	p_body	Client	Client	28031482	Schizosaccharomyces pombe
Q10198	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	12928332;14570580;15502821;15548592;15728720	Schizosaccharomyces pombe
P24339	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	14570580;8395535;1538784	Schizosaccharomyces pombe
Q10425	DrLLPS	Stress granule	stress_granule	Client	Client	20547592	Schizosaccharomyces pombe
Q9P7H1	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	18378776;18385517;15525536	Schizosaccharomyces pombe
O13351	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10567589	Schizosaccharomyces pombe
P36589	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10459013;10775265	Schizosaccharomyces pombe
P50528	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9852154;11731324;12479804;14570580	Schizosaccharomyces pombe
Q10428	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	16541025	Schizosaccharomyces pombe
Q09825	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	14767062;15654021	Schizosaccharomyces pombe
O13947	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15800064	Schizosaccharomyces pombe
Q9USQ2	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	24850890	Schizosaccharomyces pombe
O94242	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	17486116	Schizosaccharomyces pombe
O13670	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15800064	Schizosaccharomyces pombe
P87173	DrLLPS	P-body	p_body	Client	Client	28031482	Schizosaccharomyces pombe
O94260	DrLLPS	Stress granule	stress_granule	Client	Client	22328580	Schizosaccharomyces pombe
O94269	DrLLPS	Stress granule	stress_granule	Client	Client	22328580	Schizosaccharomyces pombe
O42958	DrLLPS	P-body	p_body	Client	Client	28031482	Schizosaccharomyces pombe
O94360	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10769201;15060149	Schizosaccharomyces pombe
Q9Y705	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	16611237;16611238;11080156	Schizosaccharomyces pombe
Q9P7Q8	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	16325501;16096637	Schizosaccharomyces pombe
P40383	DrLLPS	P-body	p_body	Client	Client	28031482	Schizosaccharomyces pombe
Q92345	DrLLPS	P-body	p_body	Client	Client	28031482	Schizosaccharomyces pombe
O14305	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10775265	Schizosaccharomyces pombe
Q10173	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	12928332;14570580;15548592;15728720	Schizosaccharomyces pombe
Q10951	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10381387;10799520;14570580;10733588	Schizosaccharomyces pombe
Q10218	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	16775007	Schizosaccharomyces pombe
Q10322	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	12479804	Schizosaccharomyces pombe
P18296	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9635190;12390246	Schizosaccharomyces pombe
O59810	DrLLPS	Stress granule	stress_granule	Client	Client	20547592	Schizosaccharomyces pombe
Q09933	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9078390;12426374;14570580;14742702;15289660;15464854;15507118	Schizosaccharomyces pombe
P36618	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10381387;10799520	Schizosaccharomyces pombe
Q09181	DrLLPS	P-body	p_body	Client	Client	28031482	Schizosaccharomyces pombe
P87027	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10799520;11950932	Schizosaccharomyces pombe
Q92351	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	11864908;15546621;22438582	Schizosaccharomyces pombe
O14188	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9635188;11731324;15653073	Schizosaccharomyces pombe
O13601	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15068790	Schizosaccharomyces pombe
O74473	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	11950932;12546793;15135075	Schizosaccharomyces pombe
Q09898	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10459013;24047983	Schizosaccharomyces pombe
O13961	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	9763447;22438582	Schizosaccharomyces pombe
Q10411	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15569158;15654021	Schizosaccharomyces pombe
Q9UST6	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	14570580;15728720	Schizosaccharomyces pombe
Q9UTS6	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	11907273	Schizosaccharomyces pombe
O13759	DrLLPS	Stress granule	stress_granule	Client	Client	22328580	Schizosaccharomyces pombe
