uniprot_id	source_db	source_mlo	unified_mlo	source_role	unified_role	dataset_active	evidence	organism
Q8LGS1	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000004	synthetic_condensate	NotInformed		1	NULL	NULL
Q10570	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
Q9UKL3	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
Q9UPY3	CDCODE	Chromatoid body	chromatoid_body	NotInformed		1	NULL	NULL
Q9UKV8	CDCODE	Chromatoid body	chromatoid_body	NotInformed		1	NULL	NULL
Q9W517	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q9UPQ9	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
C5MKY7	CDCODE	Synthetic Condensate 000020	synthetic_condensate	NotInformed		1	NULL	NULL
Q9BQA5	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
O43390	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q9V727	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
X5DSL3	CDCODE	Synthetic Condensate 000006	synthetic_condensate	NotInformed		1	NULL	NULL
Q9XU12	CDCODE	Centrosome	centrosome	NotInformed		1	NULL	NULL
Q9JJ48	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
Q8L4A7	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
G5EFT5	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q21351	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P91870	CDCODE	Centrosome	centrosome	NotInformed		1	NULL	NULL
G5EDE7	CDCODE	Centrosome	centrosome	NotInformed		1	NULL	NULL
Q92973	CDCODE	Synthetic Condensate 000014	synthetic_condensate	NotInformed		1	NULL	NULL
P0DMV9	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P11940	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
O23252	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P42124	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
P39769	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q9W363	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
P09077	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q9VB08	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q7KJA9	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q24459	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
P17917	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q7K5N4	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
P26017	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q9NJG9	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
O76906	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q92945	CDCODE	Pericentriolar compartment	centrosome	NotInformed		1	NULL	NULL
P26599	CDCODE	Synthetic Condensate 000027	synthetic_condensate	NotInformed		1	NULL	NULL
P31483	CDCODE	Synthetic Condensate 000027	synthetic_condensate	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000015	synthetic_condensate	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000007	synthetic_condensate	NotInformed		1	NULL	NULL
Q9P2I0	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
Q8ST83	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
D3KYQ3	CDCODE	Nuclear pore complex	nuclear_pore_complex	NotInformed		1	NULL	NULL
Q0WW84	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P09651-2	CDCODE	Synthetic Condensate 000010	synthetic_condensate	NotInformed		1	NULL	NULL
P26599	CDCODE	Synthetic Condensate 000004	synthetic_condensate	NotInformed		1	NULL	NULL
A0A024RB53	CDCODE	Synthetic Condensate 000008	synthetic_condensate	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000014	synthetic_condensate	NotInformed		1	NULL	NULL
Q9NZI8	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P11308	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P35820	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
P00519	CDCODE	Synthetic Condensate 000003	synthetic_condensate	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000003	synthetic_condensate	NotInformed		1	NULL	NULL
Q61686	CDCODE	PML body	pml_nuclear_body	NotInformed		1	NULL	NULL
P43297	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P16333	CDCODE	Synthetic Condensate 000003	synthetic_condensate	NotInformed		1	NULL	NULL
Q06609	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
Q13315	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
Q13535	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
P78527	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
P35637	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
Q92966	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
P16104	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
Q8IUH3	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
Q92878	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
Q13547	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
Q96B01	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000011	synthetic_condensate	NotInformed		1	NULL	NULL
C5MKY7	CDCODE	Synthetic Condensate 000010	synthetic_condensate	NotInformed		1	NULL	NULL
Q01844	CDCODE	Synthetic Condensate 000007	synthetic_condensate	NotInformed		1	NULL	NULL
Q5SXM2	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
Q13487	CDCODE	DNA damage foci	dna_damage_foci	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000017	synthetic_condensate	NotInformed		1	NULL	NULL
P24928	CDCODE	Synthetic Condensate 000011	synthetic_condensate	NotInformed		1	NULL	NULL
Q24338	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q99873	CDCODE	Synthetic Condensate 000015	synthetic_condensate	NotInformed		1	NULL	NULL
Q9UKF6	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
Q6UN15	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
Q9NPI6	CDCODE	Chromatoid body	chromatoid_body	NotInformed		1	NULL	NULL
Q16637	CDCODE	U-body	u_body	NotInformed		1	NULL	NULL
Q14207	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
P49711	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
P26599	CDCODE	Synthetic Condensate 000024	synthetic_condensate	NotInformed		1	NULL	NULL
Q13094	CDCODE	Synthetic Condensate 000045	synthetic_condensate	NotInformed		1	NULL	NULL
A0A1D5PQ11	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P00519	CDCODE	Synthetic Condensate 000039	synthetic_condensate	NotInformed		1	NULL	NULL
Q9VHG6	CDCODE	Insulator body	insulator_body	NotInformed		1	NULL	NULL
P67809	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P16333	CDCODE	Synthetic Condensate 000045	synthetic_condensate	NotInformed		1	NULL	NULL
A1Z6E0	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
Q5U127	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
Q95RE4	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
Q9VMA3	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
Q9W1H5	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
Q9VSR3	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
P42731	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q8GW31	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q9FPW4	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
P43297	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q8LGS1	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q9SL49	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
R4GMX3	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
M9NFQ7	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9BQ52	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
A0A0D9REQ6	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q08211	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P26599	CDCODE	Synthetic Condensate 000023	synthetic_condensate	NotInformed		1	NULL	NULL
P09651-2	CDCODE	Synthetic Condensate 000019	synthetic_condensate	NotInformed		1	NULL	NULL
A0A0D9RRJ6	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000032	synthetic_condensate	NotInformed		1	NULL	NULL
Q8IP90	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
Q9W4W2	CDCODE	Yb-body	yb_body	NotInformed		1	NULL	NULL
P28750	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
A1Z8C4	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
Q9W363	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
Q06787	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P26599	CDCODE	Synthetic Condensate 000032	synthetic_condensate	NotInformed		1	NULL	NULL
P31483	CDCODE	Synthetic Condensate 000032	synthetic_condensate	NotInformed		1	NULL	NULL
P25159	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
P23128	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
P06748	CDCODE	Synthetic Condensate 000043	synthetic_condensate	NotInformed		1	NULL	NULL
Q92804-2	CDCODE	Synthetic Condensate 000028	synthetic_condensate	NotInformed		1	NULL	NULL
P16333	CDCODE	Synthetic Condensate 000040	synthetic_condensate	NotInformed		1	NULL	NULL
Q9VHG5	CDCODE	Insulator body	insulator_body	NotInformed		1	NULL	NULL
Q8IGP5	CDCODE	Insulator body	insulator_body	NotInformed		1	NULL	NULL
O43707	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P11142	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q9S814	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q9FQ04	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q9FLT0	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
O04379	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
O82307	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q9SLB9	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q9C658	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
O22173	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q9FKW2	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
A0A178V3U6	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
A0A1I9LSB9	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
A0A654EPD5	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
Q22053	CDCODE	Synthetic Condensate 000041	synthetic_condensate	NotInformed		1	NULL	NULL
P39936	CDCODE	Synthetic Condensate 000018	synthetic_condensate	NotInformed		1	NULL	NULL
P50995	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P40070	CDCODE	Synthetic Condensate 000024	synthetic_condensate	NotInformed		1	NULL	NULL
P48809	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
P26599	CDCODE	Synthetic Condensate 000034	synthetic_condensate	NotInformed		1	NULL	NULL
Q15233	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q7Z739	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
O00257	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q9VCU7	CDCODE	Yb-body	yb_body	NotInformed		1	NULL	NULL
C5MKY7	CDCODE	Synthetic Condensate 000034	synthetic_condensate	NotInformed		1	NULL	NULL
P31483	CDCODE	Synthetic Condensate 000025	synthetic_condensate	NotInformed		1	NULL	NULL
O75791	CDCODE	Synthetic Condensate 000045	synthetic_condensate	NotInformed		1	NULL	NULL
P0DMV8	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P62241	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P09651-2	CDCODE	Synthetic Condensate 000022	synthetic_condensate	NotInformed		1	NULL	NULL
Q93062	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P35637	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q9W4V9	CDCODE	Insulator body	insulator_body	NotInformed		1	NULL	NULL
O75683	CDCODE	Synthetic Condensate 000043	synthetic_condensate	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000026	synthetic_condensate	NotInformed		1	NULL	NULL
P32588	CDCODE	Synthetic Condensate 000035	synthetic_condensate	NotInformed		1	NULL	NULL
Q9Y5A9	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q92804	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q13148	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q00994	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q13283	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q17RY0	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q9BYJ9	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q14444	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q9Y224	CDCODE	Neuronal RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P40070	CDCODE	Synthetic Condensate 000038	synthetic_condensate	NotInformed		1	NULL	NULL
P39936	CDCODE	Synthetic Condensate 000030	synthetic_condensate	NotInformed		1	NULL	NULL
P16333	CDCODE	Synthetic Condensate 000036	synthetic_condensate	NotInformed		1	NULL	NULL
P05453	CDCODE	Synthetic Condensate 000037	synthetic_condensate	NotInformed		1	NULL	NULL
O74718	CDCODE	Synthetic Condensate 000042	synthetic_condensate	NotInformed		1	NULL	NULL
P00519	CDCODE	Synthetic Condensate 000036	synthetic_condensate	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000028	synthetic_condensate	NotInformed		1	NULL	NULL
Q92833	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
A1Z7A8	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q14781	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q24009	CDCODE	Sponge body	sponge_body	NotInformed		1	NULL	NULL
O43663	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
O75530	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q8IXK0	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
P49711	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q14190	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q06587	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q15910	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
P16333	CDCODE	Synthetic Condensate 000039	synthetic_condensate	NotInformed		1	NULL	NULL
P35637	CDCODE	Synthetic Condensate 000022	synthetic_condensate	NotInformed		1	NULL	NULL
Q9VL52	CDCODE	Yb-body	yb_body	NotInformed		1	NULL	NULL
Q6J5K9	CDCODE	Yb-body	yb_body	NotInformed		1	NULL	NULL
Q9UHD9	CDCODE	Synthetic Condensate 000026	synthetic_condensate	NotInformed		1	NULL	NULL
Q6ZN18	CDCODE	PcG body	polycomb_body	NotInformed		1	NULL	NULL
Q13310	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P46781	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q14103	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P05388	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q09161	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P23396	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q99729	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P60709	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P14866	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q00839	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P61247	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q9UKV8	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P62701	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q06787	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P22626	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
O60506	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
Q86U42	CDCODE	IMP1 RNP granule	neuronal_granule	NotInformed		1	NULL	NULL
P32588	CDCODE	Synthetic Condensate 000029	synthetic_condensate	NotInformed		1	NULL	NULL
P26599	CDCODE	Synthetic Condensate 000029	synthetic_condensate	NotInformed		1	NULL	NULL
O08816	CDCODE	Synthetic Condensate 000040	synthetic_condensate	NotInformed		1	NULL	NULL
P08970	CDCODE	Insulator body	insulator_body	NotInformed		1	NULL	NULL
Q3LHL9	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
P08985	CDCODE	Histone Locus Body	histone_locus_body	NotInformed		1	NULL	NULL
Q9SD61	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
Q76E23	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
P52912	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q92973	CDCODE	Synthetic Condensate 000047	synthetic_condensate	NotInformed		1	NULL	NULL
P02554	CDCODE	Synthetic Condensate 000068	synthetic_condensate	NotInformed		1	NULL	NULL
P78352-3	CDCODE	Synthetic Condensate 000056	synthetic_condensate	NotInformed		1	NULL	NULL
J3QQ18	CDCODE	Synthetic Condensate 000046	synthetic_condensate	NotInformed		1	NULL	NULL
Q92793	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q8VI94	CDCODE	Stress granule	stress_granule	NotInformed		1	NULL	NULL
Q944A2	CDCODE	P-body	p_body	NotInformed		1	NULL	NULL
P83916	CDCODE	Synthetic Condensate 000063	synthetic_condensate	NotInformed		1	NULL	NULL
P39936	CDCODE	Synthetic Condensate 000048	synthetic_condensate	NotInformed		1	NULL	NULL
P93831	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
Q42404	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
P10636-8	CDCODE	Synthetic Condensate 000064	synthetic_condensate	NotInformed		1	NULL	NULL
P06748	CDCODE	Synthetic Condensate 000052	synthetic_condensate	NotInformed		1	NULL	NULL
Q13148	CDCODE	Synthetic Condensate 000058	synthetic_condensate	NotInformed		1	NULL	NULL
Q6NT76	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q8N5A5	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q14207	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q8IYM9	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q96RS0	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q96HW7	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P35269	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q14331	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
O95402	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P63162	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
O95453	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
O14746	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9H633	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q5W0Q7	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
O14980	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9UBY9	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P61289	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q14978	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P08579	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P63267	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q06787	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P08621	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P63165	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9H840	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9NY26	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
O94906	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P17480	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9UKL3	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q6IQ16	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
O14893	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P62314	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P62308	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P38432	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9NPE3	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q13148	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P49368	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9GZU8	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
O60832	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q8TEQ6	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9Y2X3	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P09661	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9NRM2	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9H089	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P62304	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q7L014	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q7Z6G8	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q8WXD5	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q86TB9	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9Y265	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q14011	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P62316	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q99986	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9NWZ8	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q16637	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q96CJ1	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9H244	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q96GM8	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9Y3F4	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9BPY3	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q96JC9	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
O00567	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q06787	CDCODE	Synthetic Condensate 000055	synthetic_condensate	NotInformed		1	NULL	NULL
P10636-8	CDCODE	Synthetic Condensate 000068	synthetic_condensate	NotInformed		1	NULL	NULL
P02550	CDCODE	Synthetic Condensate 000068	synthetic_condensate	NotInformed		1	NULL	NULL
P45973	CDCODE	Synthetic Condensate 000062	synthetic_condensate	NotInformed		1	NULL	NULL
Q15020	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
P35637	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q8VY74	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
Q8RWN5	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
Q9Y230	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
Q9Y4X5	CDCODE	Cajal body	cajal_body	NotInformed		1	NULL	NULL
O22315	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
O22703	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
Q1PDV2	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
Q8L7W3	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
Q9XFR5	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
O82804	CDCODE	Nuclear speckle	nuclear_speckle	NotInformed		1	NULL	NULL
